,City,Colors Reported,Shape Reported,State,Time
10031,Henderson,,FORMATION,NV,3/13/1997 21:00
10032,Phoenix,,,AZ,3/13/1997 21:00
10033,Phoenix,,CHEVRON,AZ,3/13/1997 21:00
10034,Phoenix,,DIAMOND,AZ,3/13/1997 21:00
10035,Phoenix,,OTHER,AZ,3/13/1997 21:00
10036,Phoenix,,TRIANGLE,AZ,3/13/1997 21:00
10037,Prescott,,FORMATION,AZ,3/13/1997 21:00
10038,Phoenix,,RECTANGLE,AZ,3/13/1997 21:15
10039,Monterey,,SPHERE,CA,3/13/1997 21:30
10040,Sciotoville,,FORMATION,OH,3/13/1997 21:30
10041,Casa Grande,,FORMATION,AZ,3/13/1997 22:00
10042,Dateland,,CIRCLE,AZ,3/13/1997 22:00
10043,Glendale,,FIREBALL,AZ,3/13/1997 22:00
10044,Phoenix,,OTHER,AZ,3/13/1997 22:00
10045,Tucson,,LIGHT,AZ,3/13/1997 22:00
10046,Phoenix,,,AZ,3/13/1997 22:05
10047,Fresno,,FORMATION,CA,3/13/1997 23:00
10048,Dunnellon,,LIGHT,FL,3/14/1997 1:35
10049,Sahuarita,,TRIANGLE,AZ,3/14/1997 19:00
10050,Tonopah,,SPHERE,AZ,3/14/1997 20:00
10051,Los Angeles,,TRIANGLE,CA,3/14/1997 21:00
10052,Colorado Springs,,TRIANGLE,CO,3/14/1997 22:30
10053,New York City,,OVAL,NY,3/14/1997 23:59
10054,Kalamazoo,RED,FLASH,MI,3/15/1997 1:00
10055,San Tan Valley,,LIGHT,AZ,3/15/1997 1:00
10056,Woodinville,RED,TRIANGLE,WA,3/15/1997 2:00
10057,Buena Vista,,OVAL,CO,3/15/1997 10:30
10058,Miami,,LIGHT,FL,3/15/1997 18:00
10059,Bossier Parish,,RECTANGLE,LA,3/15/1997 19:00
10060,Fort Hood,,SPHERE,TX,3/15/1997 21:00
10061,San Diego,,DISK,CA,3/15/1997 21:00
10062,Iron River,,LIGHT,MI,3/15/1997 21:30
10063,Oakton,,DELTA,VA,3/15/1997 23:55
10064,Yuma,,TRIANGLE,AZ,3/16/1997 11:30
10065,Osterville,,SPHERE,MA,3/16/1997 17:39
10066,Mountain View,,SPHERE,CA,3/16/1997 18:48
10067,Salton Sea,RED,OTHER,CA,3/16/1997 20:30
10068,Maricopa,ORANGE,LIGHT,AZ,3/16/1997 21:00
10069,Lincoln City,,TRIANGLE,OR,3/17/1997 9:00
10070,Aquaduct,,TRIANGLE,CA,3/17/1997 10:00
10071,Wickenburg,,LIGHT,AZ,3/17/1997 20:00
10072,Mesa,,CHEVRON,AZ,3/17/1997 20:35
10073,San Diego,,CIRCLE,CA,3/17/1997 21:00
10074,Tucson,ORANGE,TRIANGLE,AZ,3/17/1997 21:00
10075,Cleveland,ORANGE,CIGAR,TX,3/19/1997 20:45
10076,Phoenix,,OTHER,AZ,3/20/1997 0:00
10077,Santa Fe,,TRIANGLE,NM,3/20/1997 13:00
10078,Whitefish,,LIGHT,MT,3/20/1997 20:25
10079,Yucaipa,ORANGE,FIREBALL,CA,3/21/1997 21:00
10080,Scottsdale,,CIRCLE,AZ,3/22/1997 16:00
10081,McDonough,,LIGHT,GA,3/22/1997 20:00
10082,Bakersfield,YELLOW,LIGHT,CA,3/22/1997 20:32
10083,Lake Geneva,,LIGHT,WI,3/22/1997 21:00
10084,Unadilla,,LIGHT,NY,3/22/1997 21:30
10085,Stevens Point,ORANGE,CRESCENT,WI,3/22/1997 22:30
10086,Albuquerque,,OTHER,NM,3/23/1997 16:30
10087,Tigard,,DIAMOND,OR,3/23/1997 19:37
10088,Nederland,,OTHER,CO,3/23/1997 20:30
10089,Nederland,,OTHER,CO,3/23/1997 21:45
10090,Manassas,,FORMATION,VA,3/24/1997 23:40
10091,Stockton,RED,DIAMOND,CA,3/25/1997 20:32
10092,Owings Mills,,LIGHT,MD,3/26/1997 22:10
10093,Huron,,CIRCLE,OH,3/26/1997 22:30
10094,Winslow,,TRIANGLE,AZ,3/26/1997 22:30
10095,Ann Arbor,RED,LIGHT,MI,3/27/1997 1:00
10096,Williston,,SPHERE,FL,3/27/1997 1:03
10097,Sun Prairie,BLUE,,WI,3/27/1997 16:00
10098,Carlisle,,FORMATION,PA,3/27/1997 20:10
10099,Carlisle,,FORMATION,PA,3/27/1997 20:10
10100,Springfield,,DISK,MO,3/27/1997 20:40
10101,Palm Springs,,LIGHT,CA,3/27/1997 21:00
10102,Yuma,,SPHERE,AZ,3/27/1997 22:00
10103,Toledo,RED GREEN,CIRCLE,OH,3/27/1997 22:30
10104,Carmichaels,,DISK,PA,3/28/1997 16:00
10105,Houston,,SPHERE,TX,3/28/1997 22:00
10106,Phoenix City,,,AL,3/29/1997 20:00
10107,Cobleskill,ORANGE,LIGHT,NY,3/30/1997 0:45
10108,Shallotte,ORANGE,FORMATION,NC,3/30/1997 20:30
10109,Juneau,ORANGE GREEN,LIGHT,AK,3/31/1997 21:00
10110,Gardena,,OTHER,CA,4/1/1997 0:00
10111,Foster,,CIGAR,VA,4/1/1997 1:00
10112,Houston,ORANGE,OTHER,TX,4/1/1997 4:00
10113,Round Rock,,TRIANGLE,TX,4/1/1997 10:00
10114,Monument Valley,,LIGHT,UT,4/1/1997 18:30
10115,Homestead,,,FL,4/1/1997 21:00
10116,Santa Fe,,,NM,4/1/1997 22:00
10117,Sedona,RED,SPHERE,AZ,4/1/1997 22:00
10118,Brush Creek,,,TN,4/1/1997 23:05
10119,Lebanon,RED,SPHERE,MO,4/2/1997 20:15
10120,Port Wentworth,,OTHER,GA,4/3/1997 1:35
10121,Seattle,,OTHER,WA,4/3/1997 17:30
10122,Gaston,YELLOW GREEN,,OR,4/3/1997 19:50
10123,Kosciusko,,LIGHT,MS,4/3/1997 21:00
10124,Phoenix,,OVAL,AZ,4/3/1997 21:00
10125,Atlanta,,SPHERE,GA,4/4/1997 2:15
10126,Winsted,,,CT,4/4/1997 20:30
10127,Palm Springs,,OVAL,CA,4/5/1997 1:00
10128,Fairhope,,CIRCLE,AL,4/5/1997 14:00
10129,Fairhope,,OTHER,AL,4/5/1997 14:00
10130,Randle,,LIGHT,WA,4/5/1997 19:50
10131,Colorado Springs,,CYLINDER,CO,4/7/1997 5:30
10132,Milwaukee,,OTHER,WI,4/7/1997 14:00
10133,Austin,,TRIANGLE,TX,4/7/1997 17:00
10134,Hastings On Hudson,,TRIANGLE,NY,4/7/1997 21:07
10135,Sonoma,,CHEVRON,CA,4/8/1997 19:45
10136,Las Vegas,,RECTANGLE,NV,4/8/1997 20:00
10137,Little Rock,,DISK,AR,4/10/1997 0:30
10138,Tompson,,LIGHT,GA,4/10/1997 1:30
10139,Houma,,CIRCLE,LA,4/11/1997 21:15
10140,Monrovia,,FORMATION,CA,4/12/1997 23:15
10141,San Diego,,LIGHT,CA,4/13/1997 19:07
10142,Edison,,TRIANGLE,NJ,4/14/1997 2:15
10143,Big Bear City,,OVAL,CA,4/14/1997 18:00
10144,Howard,,,SD,4/15/1997 0:00
10145,White Mountains,,OTHER,AZ,4/15/1997 1:00
10146,Fullerton,,VARIOUS,CA,4/15/1997 1:30
10147,Fort Pierce,,FIREBALL,FL,4/15/1997 2:30
10148,Plainwell,,DIAMOND,MI,4/15/1997 2:30
10149,Atwater,,,CA,4/15/1997 5:40
10150,Hawthorne,,LIGHT,CA,4/15/1997 10:00
10151,South Point,,EGG,OH,4/15/1997 13:00
10152,Charlotte,,,NC,4/15/1997 22:00
10153,Lincoln,,SPHERE,NE,4/15/1997 22:00
10154,Bakersfield,YELLOW,LIGHT,CA,4/15/1997 22:30
10155,Harrisburg,,FORMATION,PA,4/15/1997 22:30
10156,Coolidge,,LIGHT,AZ,4/15/1997 22:45
10157,Aurora,,CIGAR,TX,4/17/1997 6:00
10158,Okanogan,,,WA,4/17/1997 17:30
10159,West Memphis,,LIGHT,AR,4/17/1997 20:23
10160,Bismarck,,LIGHT,AR,4/17/1997 22:45
10161,Lake DeGray,ORANGE,FIREBALL,AR,4/17/1997 22:45
10162,Hartford,ORANGE,,SD,4/18/1997 4:20
10163,Dallas,,DIAMOND,TX,4/18/1997 7:05
10164,Cleveland,,TRIANGLE,OH,4/18/1997 20:40
10165,Tampa,,TRIANGLE,FL,4/18/1997 23:59
10166,Reno,,OTHER,NV,4/19/1997 1:30
10167,Suisun,,CIRCLE,CA,4/19/1997 22:00
10168,Carlinville,,OTHER,IL,4/20/1997 2:00
10169,Reno,,,NV,4/20/1997 4:00
10170,Greentown,,FORMATION,IN,4/20/1997 4:28
10171,Billings,,LIGHT,MT,4/20/1997 19:00
10172,Lakewood,,,WA,4/20/1997 20:05
10173,Las Vegas,,LIGHT,NV,4/20/1997 23:00
10174,La Conner,,,WA,4/21/1997 20:40
10175,Stanwood,,,WA,4/21/1997 20:40
10176,Los Angeles,,,CA,4/21/1997 21:20
10177,Worcester,,EGG,MA,4/22/1997 0:34
10178,Spokane,RED,LIGHT,WA,4/22/1997 1:00
10179,Seattle,,,WA,4/23/1997 0:05
10180,Guntersville,,OVAL,AL,4/23/1997 18:00
10181,Houston,RED,TRIANGLE,TX,4/23/1997 19:30
10182,Orlando,,LIGHT,FL,4/23/1997 21:00
10183,Clarion,,LIGHT,PA,4/24/1997 1:00
10184,Coos Bay,,SPHERE,OR,4/24/1997 21:30
10185,New Brighton,,TRIANGLE,MN,4/24/1997 21:45
10186,Depoe Bay,,,OR,4/24/1997 23:00
10187,New York City,,OTHER,NY,4/25/1997 0:00
10188,Delray Beach,RED,LIGHT,FL,4/25/1997 1:45
10189,San-Carlos mountains,,LIGHT,AZ,4/27/1997 1:00
10190,Williamston,,TRIANGLE,SC,4/28/1997 0:25
10191,Houston,,LIGHT,TX,4/28/1997 22:00
10192,Fresh Pond,GREEN,FORMATION,CA,4/29/1997 17:00
10193,Twelve Mile,,DISK,IN,4/30/1997 21:00
10194,Columbia,,LIGHT,MO,4/30/1997 23:00
10195,Westboro,,OTHER,MA,4/30/1997 23:30
10196,Maysville,,DISK,KY,5/1/1997 14:00
10197,Cedar Rapids,BLUE,TRIANGLE,IA,5/1/1997 22:00
10198,St. Petersburg,,TRIANGLE,FL,5/1/1997 22:00
10199,State College,,FLASH,PA,5/1/1997 22:00
10200,Syracuse,,,NY,5/1/1997 23:00
10201,Oceanside,ORANGE,OTHER,CA,5/2/1997 22:00
10202,Oceanside,ORANGE,OTHER,CA,5/2/1997 22:05
10203,Lincoln City,YELLOW,LIGHT,OR,5/2/1997 22:45
10204,Freeport,,TRIANGLE,IL,5/3/1997 21:00
10205,Stafford,,OTHER,TX,5/3/1997 21:03
10206,Freeport,,TRIANGLE,IL,5/3/1997 23:30
10207,Newport Beach,,TRIANGLE,CA,5/4/1997 22:20
10208,Norton,,TRIANGLE,KS,5/5/1997 1:00
10209,West Chester,,EGG,PA,5/5/1997 12:15
10210,Austin,,LIGHT,TX,5/5/1997 19:00
10211,Bee Caves,RED BLUE,OTHER,TX,5/5/1997 19:00
10212,Turlock,,LIGHT,CA,5/5/1997 19:45
10213,Round Rock,,RECTANGLE,TX,5/5/1997 20:30
10214,Seattle,,DISK,WA,5/6/1997 17:25
10215,Santa Monica,,DISK,CA,5/7/1997 1:00
10216,Corapeake,,FLASH,NC,5/7/1997 20:00
10217,Sylmar,,OTHER,CA,5/8/1997 1:30
10218,Citrus Heights,,OTHER,CA,5/8/1997 5:15
10219,Auburn,,TRIANGLE,WA,5/8/1997 22:00
10220,Las Vegas,ORANGE,LIGHT,NV,5/9/1997 21:00
10221,Phoenix,,LIGHT,AZ,5/9/1997 21:50
10222,Austin,,FLASH,TX,5/10/1997 0:00
10223,Provo,YELLOW,LIGHT,UT,5/10/1997 0:25
10224,Neoga,RED,TRIANGLE,IL,5/10/1997 4:10
10225,Lawton,,,MI,5/10/1997 5:30
10226,Southside,,OTHER,AL,5/10/1997 21:00
10227,Sedona,,LIGHT,AZ,5/10/1997 21:50
10228,Los Padres National Forest,,OTHER,CA,5/10/1997 22:45
10229,Azle,BLUE,CIRCLE,TX,5/10/1997 23:00
10230,Winthrop,,OTHER,WA,5/10/1997 23:59
10231,Porter,RED,OTHER,TX,5/11/1997 12:00
10232,College,,CIGAR,UT,5/11/1997 13:56
10233,Greenwich,,TRIANGLE,CT,5/11/1997 23:00
10234,Wright City,,FIREBALL,MO,5/11/1997 23:43
10235,Death Valley Gas Station,,OVAL,CA,5/12/1997 23:30
10236,Edinboro,,OVAL,PA,5/13/1997 3:00
10237,Valley Springs,,TEARDROP,CA,5/13/1997 19:30
10238,Petaluma,,TRIANGLE,CA,5/13/1997 21:00
10239,Cottonwood,,LIGHT,AZ,5/13/1997 22:30
10240,San Jose,,CIRCLE,CA,5/14/1997 11:40
10241,San Diego,,DISK,CA,5/15/1997 0:00
10242,Londonderry,,LIGHT,NH,5/15/1997 2:00
10243,Mesquite,,TEARDROP,TX,5/15/1997 8:30
10244,College Station,,LIGHT,TX,5/15/1997 10:00
10245,Mesquite,,CIRCLE,TX,5/15/1997 10:00
10246,Palm Beach Gardens,,FORMATION,FL,5/15/1997 16:53
10247,Sorrento,,CIGAR,FL,5/15/1997 18:30
10248,Waco,,LIGHT,TX,5/15/1997 20:00
10249,Asheville,,OTHER,NC,5/15/1997 21:00
10250,Great River,,OVAL,NY,5/15/1997 21:00
10251,South Bend,,TRIANGLE,IN,5/15/1997 22:30
10252,Bouse,,TRIANGLE,AZ,5/15/1997 22:45
10253,Oklahoma City,,TRIANGLE,OK,5/16/1997 23:00
10254,Las Vegas,,TRIANGLE,NV,5/17/1997 3:30
10255,Portland,,OVAL,OR,5/17/1997 14:00
10256,Grantville,,TRIANGLE,PA,5/18/1997 19:00
10257,Jackson,,LIGHT,MI,5/18/1997 21:00
10258,Kalamazoo,,VARIOUS,MI,5/19/1997 0:20
10259,Los Angeles,,OVAL,CA,5/20/1997 0:00
10260,Louisville,,CIRCLE,KY,5/20/1997 1:00
10261,Jupiter,,OTHER,FL,5/20/1997 4:01
10262,North Pole,,,AK,5/20/1997 15:00
10263,Caldwell,,OTHER,ID,5/20/1997 21:15
10264,Wolf Point,,FIREBALL,MT,5/21/1997 4:00
10265,Phoenix,,OTHER,AZ,5/21/1997 6:00
10266,Simi Valley,,FORMATION,CA,5/22/1997 21:25
10267,Chatham,,DISK,NJ,5/22/1997 22:21
10268,Arcadia,,LIGHT,FL,5/23/1997 4:00
10269,Lake Tahoe,,FORMATION,CA,5/24/1997 20:00
10270,North Tonawanda,YELLOW,TRIANGLE,NY,5/24/1997 22:15
10271,Skies over Sierra Nevada,GREEN,LIGHT,CA,5/25/1997 1:10
10272,Austin,,DISK,TX,5/25/1997 19:30
10273,Saxton,,FORMATION,PA,5/25/1997 22:00
10274,Syracuse,,TRIANGLE,NY,5/25/1997 22:00
10275,Pompton Lakes,,DISK,NJ,5/26/1997 16:50
10276,Winnsboro,,OTHER,LA,5/27/1997 0:00
10277,Laguna Park,,CIGAR,TX,5/27/1997 0:35
10278,Arlington,,DISK,VA,5/27/1997 15:30
10279,Huntington,,LIGHT,UT,5/27/1997 23:00
10280,Wichita,,LIGHT,KS,5/27/1997 23:30
10281,Central New York,,LIGHT,NY,5/28/1997 22:00
10282,Canastota,,LIGHT,NY,5/28/1997 23:12
10283,Aston,,OVAL,PA,5/29/1997 11:59
10284,Hinckley,,LIGHT,NY,5/29/1997 19:00
10285,Manchester,,,NH,5/30/1997 2:00
10286,Dallas,,SPHERE,GA,5/30/1997 11:45
10287,Pooler,GREEN,FIREBALL,GA,5/30/1997 20:00
10288,Glendale,,,AZ,5/31/1997 11:28
10289,Austin,,RECTANGLE,TX,6/1/1997 0:00
10290,Baltimore,,CHEVRON,MD,6/1/1997 0:00
10291,Elma,,DISK,WA,6/1/1997 0:00
10292,Houston,,CHEVRON,TX,6/1/1997 0:00
10293,Phoenix,,,AZ,6/1/1997 0:00
10294,Egg Harbor Township,,EGG,NJ,6/1/1997 0:01
10295,North Bergen,,LIGHT,NJ,6/1/1997 1:00
10296,Phoenix,RED,,AZ,6/1/1997 1:00
10297,Rushcreek,,OTHER,IN,6/1/1997 2:00
10298,Eden Praire,,TRIANGLE,MN,6/1/1997 3:00
10299,New Mexico,,DISK,NM,6/1/1997 3:30
10300,South Charleston,,,WV,6/1/1997 5:30
10301,Crestwood,GREEN,CIRCLE,KY,6/1/1997 6:35
10302,Hamilton,,CIRCLE,OH,6/1/1997 7:00
10303,Mt. Vernon,,LIGHT,NY,6/1/1997 8:00
10304,Garden Grove,,OTHER,CA,6/1/1997 9:00
10305,American Canyon,,TRIANGLE,CA,6/1/1997 10:00
10306,Waimanalo,,OVAL,HI,6/1/1997 10:00
10307,Lashmeet,BLUE,TRIANGLE,WV,6/1/1997 12:00
10308,Glen Wilton,,,VA,6/1/1997 13:00
10309,Fresno,,OVAL,CA,6/1/1997 14:00
10310,Greenfield,RED,,WI,6/1/1997 14:00
10311,Montebello,,CIRCLE,CA,6/1/1997 18:00
10312,El Centro,,CHEVRON,CA,6/1/1997 19:00
10313,Houston,,OTHER,TX,6/1/1997 19:45
10314,Meriden,,SPHERE,CT,6/1/1997 20:00
10315,Pelzer,,TRIANGLE,SC,6/1/1997 20:00
10316,Albany,,OTHER,NY,6/1/1997 21:00
10317,McComb,,TRIANGLE,OH,6/1/1997 21:00
10318,Merritt Island,YELLOW,LIGHT,FL,6/1/1997 21:00
10319,Southern California Operations Area,,TRIANGLE,CA,6/1/1997 21:00
10320,Springfield,,CHEVRON,MA,6/1/1997 21:00
10321,El Paso,,OTHER,TX,6/1/1997 21:30
10322,Park City,,CIRCLE,UT,6/1/1997 22:00
10323,Richmond,,OTHER,CA,6/1/1997 22:00
10324,Smithsburg,,OTHER,MD,6/1/1997 22:00
10325,San Fransisco,,FORMATION,CA,6/1/1997 22:30
10326,Raton,,,NM,6/1/1997 23:00
10327,Shoreline,,TRIANGLE,WA,6/1/1997 23:00
10328,Exeter,,DISK,NH,6/2/1997 1:30
10329,Spanaway,,DISK,WA,6/3/1997 22:30
10330,Coushatta,ORANGE,LIGHT,LA,6/3/1997 23:00
10331,Havelock,,OTHER,NC,6/4/1997 20:30
10332,White Plains,,OTHER,NY,6/4/1997 21:20
10333,New York City,,DISK,NY,6/5/1997 16:00
10334,Hayward,,OTHER,CA,6/5/1997 21:30
10335,Colorado,,DISK,CO,6/6/1997 18:00
10336,Bothell,ORANGE,LIGHT,WA,6/6/1997 21:45
10337,Jeffersonville,RED,LIGHT,IN,6/7/1997 3:00
10338,Weatherford,,FIREBALL,OK,6/7/1997 19:30
10339,Quincy,,CYLINDER,MA,6/7/1997 22:00
10340,St. Louis,,CYLINDER,MO,6/7/1997 22:30
10341,Santa Clara,,VARIOUS,CA,6/8/1997 15:00
10342,Renton,,DISK,WA,6/8/1997 19:16
10343,Monterey,GREEN BLUE,OTHER,CA,6/9/1997 1:15
10344,Doylestown,,TRIANGLE,PA,6/9/1997 1:30
10345,Kalamazoo,,FORMATION,MI,6/9/1997 12:00
10346,Holly,,TRIANGLE,MI,6/9/1997 22:30
10347,New York,,OTHER,NY,6/10/1997 12:00
10348,Newport,,DISK,ME,6/10/1997 12:00
10349,Knoxville,,TRIANGLE,TN,6/10/1997 16:00
10350,Rochester,GREEN,TRIANGLE,NY,6/10/1997 21:00
10351,Hart Mountain Elk Preserve,YELLOW,LIGHT,OR,6/10/1997 21:30
10352,Louisville,,OTHER,KY,6/10/1997 22:00
10353,Golden,,LIGHT,CO,6/10/1997 22:30
10354,Zion Grove,,LIGHT,PA,6/10/1997 23:00
10355,Reno,,CYLINDER,NV,6/11/1997 11:00
10356,San Angelo,,OTHER,TX,6/11/1997 21:20
10357,Hieleah,,DISK,FL,6/12/1997 13:00
10358,Newark,,LIGHT,NJ,6/12/1997 21:45
10359,Beverly Hills,,TRIANGLE,CA,6/13/1997 16:00
10360,no data,,OVAL,TX,6/13/1997 21:00
10361,Franconia,,FIREBALL,PA,6/13/1997 22:20
10362,Orlando,ORANGE,CIRCLE,FL,6/13/1997 23:00
10363,Meridian,,TRIANGLE,ID,6/14/1997 0:00
10364,Vancouver,,LIGHT,WA,6/14/1997 2:45
10365,Newberg,,OTHER,OR,6/14/1997 3:30
10366,Ludlow,RED,,CA,6/14/1997 20:00
10367,Austin,,TRIANGLE,TX,6/14/1997 23:20
10368,Altamonte Springs,,LIGHT,FL,6/15/1997 0:00
10369,Grove City,,TRIANGLE,PA,6/15/1997 0:00
10370,Lawton,,FIREBALL,MI,6/15/1997 0:30
10371,Orlando,,DISK,FL,6/15/1997 1:00
10372,Peoria,,DISK,IL,6/15/1997 1:00
10373,Middletown,,,NY,6/15/1997 2:30
10374,Las Cruces,RED,FIREBALL,NM,6/15/1997 3:00
10375,"Oak Brook Terrace, Dorathy Drennon Park in",,DISK,IL,6/15/1997 9:00
10376,Colorado Springs,,DISK,CA,6/15/1997 13:00
10377,Gaffney,,CYLINDER,SC,6/15/1997 13:30
10378,Edmond,,DISK,OK,6/15/1997 14:00
10379,Jackson,,SPHERE,MI,6/15/1997 15:00
10380,Ripley,,,TN,6/15/1997 15:00
10381,Wapakoneta,,EGG,OH,6/15/1997 15:00
10382,Eden Prairie,,CIRCLE,MN,6/15/1997 16:00
10383,McGregor,,SPHERE,TX,6/15/1997 16:00
10384,Marlboro,,CIRCLE,MD,6/15/1997 16:40
10385,Salt Lake City,,OTHER,UT,6/15/1997 17:30
10386,Akron,,DISK,OH,6/15/1997 18:00
10387,Columbus,,TRIANGLE,OH,6/15/1997 18:00
10388,Swanville,,LIGHT,ME,6/15/1997 20:27
10389,Blaine,,,MN,6/15/1997 21:00
10390,Medford,,SPHERE,NY,6/15/1997 21:00
10391,Seattle,,TRIANGLE,WA,6/15/1997 21:00
10392,Westport,GREEN,OTHER,CT,6/15/1997 21:30
10393,Eagle Butte,,LIGHT,SD,6/15/1997 22:00
10394,Fort Myers,,SPHERE,FL,6/15/1997 22:00
10395,Lawton,,SPHERE,MI,6/15/1997 22:00
10396,Olive Hill,,LIGHT,KY,6/15/1997 22:00
10397,Ponte Vedra,YELLOW,FIREBALL,FL,6/15/1997 22:00
10398,Irvine,,VARIOUS,CA,6/15/1997 22:15
10399,,,TRIANGLE,IL,6/15/1997 23:00
10400,Mena,,OTHER,AR,6/15/1997 23:00
10401,Silver City,,,NM,6/15/1997 23:00
10402,Sun City,,FIREBALL,CA,6/15/1997 23:00
10403,Virginia,,DISK,VA,6/15/1997 23:50
10404,Murphy,,OTHER,OR,6/16/1997 22:46
10405,Petaluma,,LIGHT,CA,6/17/1997 1:30
10406,Roswell,,CIRCLE,NM,6/17/1997 4:55
10407,Beaumont,,LIGHT,MO,6/17/1997 10:30
10408,Pico Rivera,,CHEVRON,CA,6/17/1997 12:00
10409,Prescott,GREEN,FIREBALL,AZ,6/17/1997 21:30
10410,Portland,RED,LIGHT,OR,6/17/1997 23:15
10411,Carsonville,,DISK,MI,6/18/1997 20:00
10412,New Albany,,CIGAR,IN,6/18/1997 22:00
10413,Gladewater,,OTHER,TX,6/19/1997 2:00
10414,Englewood Cliffs,YELLOW,LIGHT,NJ,6/19/1997 20:15
10415,Cottonwood,,DISK,AZ,6/19/1997 20:30
10416,Sunnyside,RED,LIGHT,WA,6/20/1997 0:35
10417,Ocala,ORANGE,LIGHT,FL,6/20/1997 1:00
10418,Black Horse pike,,DISK,NJ,6/20/1997 1:45
10419,Seattle,,OTHER,WA,6/20/1997 4:30
10420,Carefree,YELLOW GREEN,CIRCLE,AZ,6/20/1997 20:34
10421,Holland Patent,BLUE,CIRCLE,NY,6/20/1997 21:00
10422,Little Marsh,,TRIANGLE,PA,6/20/1997 21:00
10423,Alamosa,RED,LIGHT,CO,6/20/1997 21:45
10424,Collierville,,OVAL,TN,6/20/1997 23:00
10425,Libertyville,,DISK,IL,6/21/1997 0:00
10426,Phoenix,,CYLINDER,AZ,6/21/1997 9:45
10427,Ticonderoga,BLUE,TRIANGLE,NY,6/21/1997 11:28
10428,Edgemere,,OTHER,MI,6/21/1997 17:00
10429,Fort Collins,,DISK,CO,6/21/1997 23:30
10430,Orlando,YELLOW,,FL,6/22/1997 1:00
10431,Greensboro,,LIGHT,NC,6/22/1997 6:00
10432,Huffman,,OTHER,TX,6/22/1997 6:30
10433,Willow Creek Campground,,OTHER,CA,6/23/1997 1:00
10434,Howell,,SPHERE,NJ,6/23/1997 2:00
10435,Eunice,,LIGHT,LA,6/23/1997 9:30
10436,Cuba,,LIGHT,MO,6/23/1997 21:00
10437,San Francisco,GREEN,OVAL,CA,6/24/1997 1:57
10438,Fresno,,LIGHT,CA,6/24/1997 21:00
10439,Phoenix,,CHEVRON,AZ,6/25/1997 9:11
10440,Wendover,,DISK,UT,6/26/1997 23:05
10441,Helena,,,MT,6/27/1997 0:00
10442,Gresham,,TRIANGLE,OR,6/27/1997 0:50
10443,Lansing,,LIGHT,MI,6/27/1997 2:40
10444,North Babylon,,TRIANGLE,NY,6/27/1997 20:00
10445,Fountain Hills,,OTHER,AZ,6/27/1997 20:30
10446,Harvey's Lake,,OTHER,PA,6/28/1997 8:00
10447,Wilcox,,CYLINDER,AZ,6/28/1997 12:00
10448,Springfield,,DISK,OH,6/28/1997 18:00
10449,Cave Creek,RED YELLOW,TRIANGLE,AZ,6/29/1997 22:09
10450,Farmington,,,NM,6/29/1997 23:45
10451,Bigfork,,TRIANGLE,MT,6/30/1997 1:00
10452,Venice,,CIGAR,FL,6/30/1997 5:45
10453,Camarillo,,CIRCLE,CA,6/30/1997 6:00
10454,Anchorage,,CYLINDER,AK,6/30/1997 12:00
10455,Salisbury,,LIGHT,NC,6/30/1997 12:00
10456,Casa Grande,,TRIANGLE,AZ,6/30/1997 21:00
10457,Fort Smith,,LIGHT,AR,6/30/1997 21:00
10458,Tijeras,,CIGAR,NM,6/30/1997 23:00
10459,Freehold,ORANGE,LIGHT,NJ,7/1/1997 0:00
10460,Fort Benning,,,GA,7/1/1997 0:01
10461,Kilgore,,CIRCLE,TX,7/1/1997 1:30
10462,Kilgore,,CIRCLE,TX,7/1/1997 1:30
10463,Albion,,CIGAR,PA,7/1/1997 13:00
10464,Omaha,,DISK,NE,7/1/1997 15:20
10465,Hamilton,,OTHER,NJ,7/1/1997 18:00
10466,New York City,,SPHERE,NY,7/1/1997 18:00
10467,Kingston,,DISK,NY,7/1/1997 21:00
10468,Willow Creek,,SPHERE,CA,7/1/1997 23:00
10469,Davenport,,CIRCLE,CA,7/2/1997 21:00
10470,Petaluma,,VARIOUS,CA,7/2/1997 21:00
10471,Rachel,,SPHERE,NV,7/2/1997 21:15
10472,Calistoga,YELLOW,TRIANGLE,CA,7/2/1997 21:30
10473,South Hadley,RED,SPHERE,MA,7/2/1997 23:00
10474,Boonville,,LIGHT,MO,7/2/1997 23:30
10475,Pullman,,RECTANGLE,WA,7/3/1997 0:00
10476,Brentwood,,CYLINDER,TN,7/3/1997 3:00
10477,Vanleer,ORANGE YELLOW,FORMATION,TN,7/3/1997 21:30
10478,Fennville,,SPHERE,MI,7/3/1997 22:00
10479,Lexington,,TRIANGLE,KY,7/3/1997 22:30
10480,Harbor Springs,,OVAL,MI,7/3/1997 23:00
10481,Lake Tawakine,,OTHER,TX,7/4/1997 3:30
10482,Long Beach,,EGG,CA,7/4/1997 13:00
10483,San Diego,,CIGAR,CA,7/4/1997 16:00
10484,St. Paul,,SPHERE,MN,7/4/1997 16:00
10485,Evansville,,CIRCLE,IL,7/4/1997 19:00
10486,Earth City,,CIGAR,MO,7/4/1997 20:00
10487,Knob Lick,BLUE,LIGHT,MO,7/4/1997 20:00
10488,Troy,,CIRCLE,IL,7/4/1997 20:00
10489,St. Charles,GREEN,LIGHT,MO,7/4/1997 20:30
10490,Bellevelle area college,BLUE,LIGHT,IL,7/4/1997 21:00
